Open,Close,Volume,Year,Month,Day
28.79417226498404,29.519140243530277,212976,2002,8,12
29.556316086923573,29.11947631835937,153576,2002,8,13
29.184536031350767,27.11187744140625,822776,2002,8,14
27.111877441406246,27.11187744140625,0,2002,8,15
26.97245769500468,27.04681205749512,811856,2002,8,16
27.269875710703477,26.377609252929688,205880,2002,8,19
26.563503316890145,27.11187744140625,3773624,2002,8,20
28.60826239727888,28.440963745117188,3011064,2002,8,21
29.37972042857498,29.667848587036133,6732480,2002,8,22
29.928077365037947,31.452363967895508,4841672,2002,8,23
31.95427183868071,31.34084129333496,2576912,2002,8,26
31.60108430685463,30.56010627746582,3694224,2002,8,27
30.46717563434304,30.58800506591797,1674960,2002,8,28
30.402116250976427,30.58800506591797,1236544,2002,8,29
30.68093882673588,32.753597259521484,3762384,2002,8,30
33.27407686897878,33.08818817138672,2389568,2002,9,2
33.274091011462126,31.536029815673828,986784,2002,9,3
31.13636191091262,32.223812103271484,1449856,2002,9,4
33.20902105713281,32.02862930297852,1061360,2002,9,5
32.1587547834328,30.838943481445312,907472,2002,9,6
29.370426719607288,30.439287185668945,880848,2002,9,9
30.439287185668945,30.439287185668945,0,2002,9,10
30.606589105079617,31.21072769165039,635936,2002,9,11
31.59178113878101,31.368715286254883,781968,2002,9,12
30.271977899682465,30.47645378112793,338264,2002,9,13
30.7645861920821,29.881614685058597,288592,2002,9,16
30.42068880445097,30.75528907775879,462952,2002,9,17
30.57870156107826,29.80726432800293,315432,2002,9,18
29.556314468383796,29.55631446838379,490848,2002,9,19
28.496735302156008,29.07298851013184,501072,2002,9,20
29.277491220613808,28.58040809631348,248504,2002,9,23
28.478150932403526,27.61376953125,267912,2002,9,24
26.97246231971104,27.82754898071289,379544,2002,9,25
28.403796036696548,28.264379501342773,178136,2002,9,26
28.171433889028656,28.6082706451416,206288,2002,9,27
28.171443101716743,27.56730461120605,202232,2002,9,30
27.697426299946592,27.334943771362305,240192,2002,10,1
27.33494377136231,27.334943771362305,0,2002,10,2
27.697424907558013,28.069202423095703,673264,2002,10,3
28.440985744701603,27.892614364624023,258296,2002,10,4
28.078498174369155,27.77178001403809,110976,2002,10,7
27.855426172403494,28.52462387084961,227352,2002,10,8
28.62685221340184,27.79964828491211,277040,2002,10,9
28.626871278504098,27.82754898071289,173224,2002,10,10
28.60827254414999,28.4130916595459,192536,2002,10,11
28.94287229743744,28.2086124420166,152744,2002,10,14
28.2086124420166,28.2086124420166,0,2002,10,15
31.805560066616007,28.264379501342773,247760,2002,10,16
28.44097321217022,28.264379501342773,144512,2002,10,17
28.81275023431209,28.85922241210937,512312,2002,10,18
29.537723657933544,29.305362701416016,646296,2002,10,21
29.55631451031035,28.245798110961918,229384,2002,10,22
28.440980302794905,28.11567497253418,153320,2002,10,23
28.422387167448555,27.62306785583496,168744,2002,10,24
27.139754019519295,27.05610466003418,172296,2002,10,25
26.860915613040497,26.656436920166016,134504,2002,10,28
26.58209764211877,26.888813018798828,143024,2002,10,29
27.13975193421481,27.34423065185547,164320,2002,10,30
27.5115368808215,27.77178001403809,118928,2002,10,31
27.901909537105418,27.48365974426269,108792,2002,11,1
27.88331126383445,27.688127517700195,56560,2002,11,4
27.42789374644867,27.39071655273437,70288,2002,11,5
27.39071655273437,27.39071655273437,0,2002,11,6
27.88329723057488,28.23648452758789,204880,2002,11,7
27.69742810426645,27.743900299072266,77664,2002,11,8
27.883307787836817,27.32564163208008,66568,2002,11,11
27.139754009730925,27.465059280395508,106864,2002,11,12
27.604485560602704,27.23270797729492,106264,2002,11,13
27.66024602725824,27.60447883605957,211856,2002,11,14
28.21791175570169,28.19932174682617,154144,2002,11,15
28.440975556365817,28.48744773864746,217672,2002,11,18
28.48744773864746,28.48744773864746,0,2002,11,19
28.44098033283824,29.42619132995605,406128,2002,11,20
29.974563717842106,31.97286796569824,2664024,2002,11,21
30.77389422121292,31.48027229309082,1184016,2002,11,22
31.786970497237935,31.424488067626957,428920,2002,11,25
31.694036247000792,31.238609313964844,367496,2002,11,26
31.786966062968983,30.578689575195312,301128,2002,11,27
30.87611926202541,31.82415008544922,447680,2002,11,28
31.82415008544922,31.82415008544922,0,2002,11,29
33.367028057656405,35.23521041870117,1388680,2002,12,2
36.06242988304488,37.25211715698242,4082608,2002,12,3
36.60148855101149,36.00664520263672,2594928,2002,12,4
35.783588350767744,36.917510986328125,1720264,2002,12,5
37.54953202762125,37.88413238525391,1139968,2002,12,6
37.73541076896117,36.06241226196289,975768,2002,12,9
35.411821392353566,36.8896369934082,837808,2002,12,10
37.92130018979496,38.62767791748047,3286400,2002,12,11
38.66485056729192,38.94368362426758,2568024,2002,12,12
39.40841128844239,39.1016960144043,1112288,2002,12,13
39.594304753715335,37.41940689086914,1231456,2002,12,16
38.125786514308,36.73162078857422,855656,2002,12,17
37.14056032280989,36.38771057128906,618096,2002,12,18
37.12197356205792,39.46417236328125,3770256,2002,12,19
39.96607966962601,39.78948593139648,2952072,2002,12,20
39.9660812524432,38.376731872558594,1277744,2002,12,23
38.47896840859168,39.95678329467773,1729840,2002,12,24
39.95678329467773,39.95678329467773,0,2002,12,25
40.26350529731472,41.0907096862793,2894448,2002,12,26
41.37883824677445,40.1612663269043,956984,2002,12,27
40.15197166110538,42.494171142578125,4253744,2002,12,30
42.77301311169352,44.69696044921875,2757742,2002,12,31
44.60399352602842,45.421905517578125,6027072,2003,1,1
45.7472170860293,43.34925079345703,5325328,2003,1,2
44.61331526971986,43.87905502319336,4198040,2003,1,3
44.557537918935374,42.577823638916016,4121520,2003,1,6
43.126206499139,42.085227966308594,2650800,2003,1,7
42.642874374138266,43.59090805053711,2648456,2003,1,8
43.86974774348094,44.01845932006836,2630400,2003,1,9
44.61330090022736,41.32307052612305,1702816,2003,1,10
41.806388569048266,41.741329193115234,2421496,2003,1,13
42.178147533773306,42.29897689819336,2239360,2003,1,14
42.64285469860227,43.14475631713867,2759760,2003,1,15
43.47008015471804,43.75820541381836,2842656,2003,1,16
43.21913449113565,42.77300262451172,1284144,2003,1,17
42.568504290682434,41.406700134277344,928872,2003,1,20
41.46248619821324,40.32856369018555,1147240,2003,1,21
40.672470538844216,40.50516891479492,1081352,2003,1,22
39.96608108850781,39.01804733276367,1001872,2003,1,23
39.129574385694255,37.62387466430664,1436848,2003,1,24
35.69062955590928,35.00284194946289,916832,2003,1,27
35.792872463066736,37.44728088378906,2043224,2003,1,28
37.56810487126682,36.38771057128906,1370440,2003,1,29
36.26690722987607,36.94540023803711,1203464,2003,1,30
36.24830339885893,36.05311965942383,1083040,2003,1,31
36.29477388758859,38.80427169799805,1566808,2003,2,3
38.8507443640394,37.586700439453125,1311144,2003,2,4
36.9918764151095,36.8896369934082,845080,2003,2,5
36.94539086958367,37.6331787109375,946624,2003,2,6
37.27999355319128,37.27069854736328,1023440,2003,2,7
36.805963820967534,36.03452682495117,449688,2003,2,10
36.062408286419775,35.70922088623047,701960,2003,2,11
36.08100473341106,35.23521041870117,459064,2003,2,12
35.23521041870117,35.23521041870117,0,2003,2,13
33.93399166050444,33.450679779052734,790336,2003,2,14
34.38940377116918,35.5790901184082,795272,2003,2,17
36.13677850621416,35.36534118652344,819688,2003,2,18
35.87652660031305,35.3839225769043,455960,2003,2,19
34.50094385834765,35.27238082885742,542944,2003,2,20
35.31886409464067,34.658958435058594,494544,2003,2,21
35.49542479645541,34.87269973754883,326488,2003,2,24
33.74809812754688,34.054813385009766,264440,2003,2,25
34.408009989758845,33.45997619628906,422312,2003,2,26
33.27408571673809,33.971168518066406,280480,2003,2,27
35.235209715511125,35.727813720703125,694688,2003,2,28
34.408023057384995,35.33746719360352,500896,2003,3,3
34.947083245726674,34.4544792175293,255760,2003,3,4
34.073405929591395,34.593894958496094,471552,2003,3,5
34.872742743231726,33.65517044067383,265080,2003,3,6
34.18494316130818,32.71642303466797,518664,2003,3,7
32.59559541103687,30.50434684753418,346400,2003,3,10
29.74220410275734,31.238609313964844,497168,2003,3,11
32.10298528757112,30.773881912231445,481872,2003,3,12
31.387315781684197,31.17354202270508,390112,2003,3,13
31.17354202270508,31.17354202270508,0,2003,3,14
30.31845478769053,31.080596923828125,373856,2003,3,17
31.080596923828125,31.080596923828125,0,2003,3,18
31.87991680393632,31.015535354614254,374256,2003,3,19
31.136362474645324,31.768383026123047,537616,2003,3,20
31.76838302612305,31.768383026123047,0,2003,3,21
32.25168951410734,30.92258644104004,328920,2003,3,24
31.58249105082182,30.47645378112793,351496,2003,3,25
31.41519119066708,30.3370361328125,260264,2003,3,26
30.0953899617018,30.048917770385746,241056,2003,3,27
30.85753304211549,29.87232208251953,218000,2003,3,28
24.146938217479043,28.5432071685791,230712,2003,3,31
28.5432071685791,28.5432071685791,0,2003,4,2
88.20420024390361,86.16871643066406,19760,2004,5,6
86.43825032615536,83.14801788330078,31344,2004,5,7
82.53459339893239,82.60894775390625,4904,2004,5,10
84.76525089252596,78.30561828613281,21032,2004,5,11
76.02850687125999,73.20299530029297,134928,2004,5,12
66.92926031730082,71.25117492675781,55456,2004,5,13
72.49662070192916,66.20428466796875,31144,2004,5,14
63.20216173774248,55.4227180480957,33968,2004,5,17
59.67027460101471,59.51226806640625,29128,2004,5,18
62.83037216818377,63.611106872558594,39960,2004,5,19
64.13161037213997,62.09612655639648,32104,2004,5,20
60.43244312095543,60.0699577331543,31176,2004,5,21
60.04205319639157,66.61322021484375,54792,2004,5,24
65.2469573020935,63.94573593139648,32648,2004,5,25
65.99047873978675,64.48477935791016,18416,2004,5,26
65.06104699452517,64.67997741699219,14072,2004,5,27
65.06107827978856,61.82661437988281,17040,2004,5,28
58.83379110301611,58.89885330200195,11976,2004,5,31
61.31543485926927,59.56808090209961,29320,2004,6,1
61.064448291063314,59.48439407348633,4560,2004,6,2
60.971517316082384,58.49919891357422,13808,2004,6,3
60.40456072472636,58.34119415283203,23944,2004,6,4
59.48440603729963,58.90814971923828,9608,2004,6,7
58.29468576804288,57.606895446777344,10272,2004,6,8
57.62551152976395,59.42863464355469,31424,2004,6,9
60.41383074170787,64.8658676147461,54480,2004,6,10
67.8586971362196,69.6060562133789,1495680,2004,6,11
69.43872949927004,64.20596313476562,295448,2004,6,14
65.43282178050755,64.54985046386719,172688,2004,6,15
65.06102450082467,63.88063049316406,62312,2004,6,16
63.666876400308816,64.06653594970703,30208,2004,6,17
64.21527232142415,66.15780639648438,91440,2004,6,18
66.91992009092348,65.45140075683594,49328,2004,6,21
65.43285489330604,63.927154541015625,20064,2004,6,22
64.59633425367238,62.68168258666992,22912,2004,6,23
63.19289302413975,63.72267150878906,21592,2004,6,24
63.20218519398872,63.72267150878906,60280,2004,6,25
64.83801111969426,66.80843353271484,100536,2004,6,28
67.8493991127973,66.35299682617188,47952,2004,6,29
66.17640454311426,64.87518310546875,20576,2004,6,30
65.79528872917071,65.69304656982422,15168,2004,7,1
66.54816992154124,67.98880767822266,123232,2004,7,2
67.66350955774288,65.71167755126953,22040,2004,7,5
65.5350563214357,66.33438110351562,39312,2004,7,6
66.91994480600276,65.51648712158203,39640,2004,7,7
65.06106519946162,62.78392791748047,80424,2004,7,8
58.57353918999467,63.66688919067383,29280,2004,7,9
64.13161849952449,64.912353515625,22272,2004,7,12
65.99980725724838,65.68379974365234,48160,2004,7,13
66.91065958256574,67.37538146972656,74376,2004,7,14
68.22116237894421,67.58914184570312,36024,2004,7,15
69.68968347530236,69.87557220458984,167704,2004,7,16
70.82360095913074,70.94442749023438,174480,2004,7,19
71.38128768086817,72.2642593383789,157816,2004,7,20
74.178902722609,71.62293243408203,129968,2004,7,21
72.49663215863345,71.25117492675781,64272,2004,7,22
72.49662766791519,72.02261352539062,42576,2004,7,23
72.12482606357793,72.07835388183594,29512,2004,7,26
72.07835388183594,72.07835388183594,0,2004,7,27
74.72727340669933,75.14552307128906,182768,2004,7,28
75.47083366370899,74.5506820678711,93344,2004,7,29
76.0284952894511,74.45773315429688,73272,2004,7,30
74.21609313871647,74.37409973144531,99528,2004,8,2
74.54139395145582,74.2811508178711,25104,2004,8,3
70.63771893386021,74.31831359863281,43656,2004,8,4
74.16961263437017,73.50041198730469,44048,2004,8,5
73.07287493717548,72.5430908203125,32392,2004,8,6
